ID,Date,Premisestype,Location,Urbanity,Locationlat,Locationlong,Currency,Binsnumber,Binssizematerial,Collected,Collectionavailable,Collectioninfo,Collectioninfochannel,Collectioninfochannelinterp,Collectionperiod,Accumulationtimenum,Collectionperiodother,Collectionrating,Collectionratingreason,Collectionwastelevelwhenta,Collectionrubbishbagsupport,Collectionrubbishbagwilling,Bownbowcollectionopinion,Collectionsuggestions,Collectionwillingtopay,Wastedisposalbulky,Wastedisposalbulkyother,Wastedisposalgeneral,Wastedisposalgeneralother,Wastedisposalgreen,Wastedisposalgreenother,Wastedisposalnappies,Wastedisposalnappiesother,Dietfood_0,Dietfrequency_0,Dietsource_0,Dietfood_1,Dietfrequency_1,Dietsource_1,Dietfood_2,Dietfrequency_2,Dietsource_2,Groceryexpenses,Groceryperiod,Groceryperiodnum,Groceryperiodother,Grocerytotal,Housenumberpeople,Housenumberchildren,Housenumberpeopleincome,Houseownership,Whatsourcesofincomedoesthispersonhave_0,Incomeamount_0,Incomeperiod_0,Incomeperiodnum_0,Incomeperiodother_0,Whatsourcesofincomedoesthispersonhave_1,Incomeamount_1,Incomeperiod_1,Incomeperiodnum_1,Incomeperiodother_1,Whatsourcesofincomedoesthispersonhave_2,Incomeamount_2,Incomeperiod_2,Incomeperiodnum_2,Incomeperiodother_2,Whatsourcesofincomedoesthispersonhave_3,Incomeamount_3,Incomeperiod_3,Incomeperiodnum_3,Whatsourcesofincomedoesthispersonhave_4,Incomeamount_4,Incomeperiod_4,Incomeperiodnum_4,Whatsourcesofincomedoesthispersonhave_5,Incomeamount_5,Incomeperiod_5,Incomeperiodnum_5,Incometotal,Levysupport,Electricityexpensesperiod,Mobilephone,Softdrinkcans,Transportationexpensesperiod,Waterbottlespweek,Totalcontainers,Cigarettebutts,Cigarettepackets,Straws,Coffeecups,Bagsglossy,Bagssupermarket,Takeawayconts,Takeawaylids
62,05/06/2019,pt_household,Orange Walk,Regional,18.072288,-88.568538,bzd,1,Concrete,0.33333333300000,yes,no,,,p_fortnight,14.00000000000000,,5,Come frequently,half_full,no,,yes,None,,other,Left in the yard. Parts are used for other purposes,disp_collect,,disp_collect,,disp_collect,,Spaghetti,df_some_days,diet_buy,Stew chicken and rice,df_most_days,diet_buy,Macaronie and cheese/ fry chicken,df_some_days,diet_buy,200,p_week,7,,857.14285710000000,3,4,0,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,$245 ,yes,0,$60 per week,4,3,0,0,0,0,0,18,1,0
64,05/06/2019,pt_household,Orange Walk,Regional,18.092808,-88.564051,bzd,1,160 L cement,,yes,no,,,p_3days,3.50000000000000,,4,They take garbage on time and clean properly,empty,yes,3.00000000000000,,,10,other,Give away to other people,disp_collect,,disp_collect,,other,None,Bananas,df_every_day,diet_buy,Onion,df_most_days,diet_buy,Tomato,df_most_days,diet_buy,100,p_week,7,,428.57142860000000,1,0,1,own,Clerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,200,yes,0,50 per week,4 five gallons,15,0,0,1,0,0,9,0,0
67,05/06/2019,pt_household,Orange Walk,Regional,18.095966,-88.566514,bzd,1,80L steel container,,yes,no,,,p_week,7.00000000000000,,2,Not frequently/ garbage that isnt picked up goes in drains,full,yes,0.50000000000000,yes,More frequently/ reasonable times,5,disp_collect,,disp_collect,,disp_collect,,,,Rice and beans,df_most_days,diet_buy,Chicken,df_some_days,diet_buy,Salads,df_some_days,diet_buy,100,p_week,7,,428.57142860000000,4,0,1,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,100+,yes,0,,4,5,0,0,0,0,0,16,17,0
68,05/06/2019,pt_household,Orange Walk,Regional,18.095585,-88.565676,bzd,1,,,yes,no,,,p_week,7.00000000000000,,5,Pick up all of the garbage around the house. Usually keep the area clean,full,yes,2.00000000000000,yes,None,5,other,Give it away to garage,disp_collect,,disp_collect,,,,Rice,df_some_days,diet_buy,Beans,df_some_days,diet_buy,Tortillas,df_some_days,diet_buy,25,p_1day,1,,750.00000000000000,5,2,2,own,Secretary,275,p_week,7,,Maintenance worker,,,,,,,,,,,,,,,,,,,,,,1178.57142900000000,yes,224,no,0,0,7,7,0,0,0,0,0,20,0,0
70,05/06/2019,pt_household,Orange Walk,Regional,18.085565,-88.573895,bzd,1,80 liters,,yes,no,,,p_2days,2.00000000000000,,5,The person has the priveledge of having garbage collected 3 times a week,empty,no,0.00000000000000,yes,None,0,disp_collect,,disp_collect,,disp_land_dump,,other,No children,Beans,df_some_days,diet_buy,Chicken,df_most_days,diet_buy,Rice,df_most_days,diet_buy,400,p_month,30,,400.00000000000000,3,0,2,own,Did not want to discuss this section of the survey,,,,,Did not want to discuss this section of the survey,,,,,,,,,,,,,,,,,,,,,,,yes,Did not want to discuss this section,no,0,20,3 five gallon,3,0,0,0,0,0,11,0,0
72,05/06/2019,pt_household,Orange Walk,Regional,18.075876,-88.566044,bzd,1,120L,,yes,no,,,p_3days,3.50000000000000,,3,There's always room for improvement,full,yes,2.00000000000000,yes,Educational awareness on proper waste disposal,15,disp_collect,,disp_collect,,disp_collect,,other,No babies,Beans,df_most_days,diet_buy,Bread,df_most_days,diet_buy,Chicken,df_every_day,diet_buy,100,p_week,7,,428.57142860000000,3,1,1,own,Cane farmer,1500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,1500.00000000000000,yes,85,yes,0,,2,7,0,0,1,0,1,20,11,0
74,05/06/2019,pt_household,Orange Walk,Regional,18.09377,-88.564166,bzd,1,Steel 100 l bin,0.40000000000000,yes,no,,,p_week,7.00000000000000,,5,,half_full,no,,yes,None,,disp_collect,,disp_collect,,disp_land_dump,,disp_collect,,Rice and beans,df_some_days,diet_buy,Eggs,df_some_days,diet_buy,Foods with dairy,df_some_days,diet_buy,,p_week,7,,,2,5,2,rent,Babysitter,150,p_week,7,,Construction/ chops yard,280,p_week,7,,,,,,,,,,,,,,,,,,,1842.85714300000000,yes,60,yes,0,Usually use bikes,5,0,0,0,2,0,0,0,1,4
78,05/06/2019,pt_household,Orange Walk,Regional,18.087759,-88.56997,bzd,1,130 liters,,yes,no,,,p_3days,3.50000000000000,,4,They are selective to picking up only garbage bags and garbage in the trash container. They do not pick up individual items like tree branches that are close to the container.,half_full,no,0.50000000000000,yes,Picking up all the garbage that is situated near the trash container.,10,other,Donate to people,disp_collect,,disp_land_dump,,other,No children,Rice and beans,df_some_days,diet_buy,Flour tortilla,df_some_days,diet_buy,Chicken,df_every_day,diet_buy,500,p_month,30,,500.00000000000000,2,0,1,own,Teacher,4000,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,4000.00000000000000,yes,180 a month,yes,0,80,2-3 five gallons per week,5,0,0,0,0,0,15,4,0
80,05/06/2019,pt_household,Orange Walk,Regional,18.085195,-88.570071,bzd,1,240L,0.50000000000000,yes,no,,,p_week,7.00000000000000,,4,Inconsistent with garbage collection/ garbage around drain isnt picked up,full,yes,2.50000000000000,yes,Clean stadium and drains often/ collect garbage more frequently,150,other,Stored in Garage,disp_collect,,disp_collect,,,,Beans,df_some_days,diet_buy,Tortillas,df_some_days,diet_buy,Sandwiches,df_some_days,diet_buy,600,p_month,30,,600.00000000000000,2,2,2,own,Store manager,1000,p_month,30,,Cook,500,p_month,30,,,,,,,,,,,,,,,,,,,1500.00000000000000,yes,100,yes,0,20 per week,6,1,0,0,0,0,0,0,0,0
82,05/06/2019,pt_household,Orange Walk,Regional,18.087759,-88.56997,bzd,1,150 liters,,yes,yes,Went to town board,enquiring in person,p_week,7.00000000000000,,4,Sometimes for a whole week they do not come to pick up the garbage,full,no,,yes,Town council should warn and charge people about placing their garbage in the right place so as to make the neighbourhood look better.,10,other,Donate,disp_collect,,other,Donate to neighbour for chicken food,other,No children,Chicken,df_most_days,diet_buy,Pork,df_some_days,diet_buy,Rice,df_some_days,diet_buy,,other,,Twice a week,,3,0,3,own,Shop owner,,p_1day,1,,Shop owner,,p_1day,1,,Customer service BTL,,other,,Every 15 days,,,,,,,,,,,,,,yes,185-200 bz,no,0,100,4 five gallons,1,0,0,2,0,0,0,5,4
84,05/06/2019,pt_household,Orange Walk,Regional,18.087759,-88.56997,bzd,1,150 liters,,yes,yes,Social media,social media,p_week,7.00000000000000,,4,She just provided the general concept that there is still room for improvement for everyone,half_full,no,0.25000000000000,yes,Garbage should be handled more carefully,5,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Chicken,df_most_days,diet_buy,Beans,df_some_days,diet_buy,Rice,df_every_day,diet_buy,85,p_week,7,,364.28571430000000,2,1,2,rent,Construction worker,240,p_week,7,,Shop attendant,50,p_week,7,,,,,,,,,,,,,,,,,,,1242.85714300000000,yes,45,yes,0,0,2 five gallons,1,0,0,0,0,0,0,0,0
86,05/06/2019,pt_household,Orange Walk,Regional,18.08753,-88.574133,bzd,2,80L steel bin,,yes,no,,,p_week,7.00000000000000,,5,Always take all the garbage,half_full,yes,2.00000000000000,yes,None,7,disp_collect,,disp_collect,,disp_land_dump,,disp_collect,,Rice,df_some_days,diet_buy,Flour,df_some_days,diet_buy,Chicken,df_some_days,diet_buy,200,p_fortnight,14,,428.57142860000000,2,1,1,own,Pharmacy assistant,250,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,1071.42857100000000,yes,50,yes,0,0,4,7,0,0,0,0,0,11,3,0
88,05/06/2019,pt_household,Orange Walk,Regional,18.087759,-88.56997,bzd,1,130 liters,0.75000000000000,yes,yes,Town council,council,p_week,7.00000000000000,,4,Should pass more frequently,half_full,no,2.00000000000000,yes,Town council should do more garbage runs,2,disp_collect,,disp_collect,,disp_land_dump,,other,No kids,Rice,df_some_days,diet_buy,Beans,df_every_day,diet_buy,Bread,df_most_days,diet_buy,25,p_3days,0,,214.28571430000000,3,0,1,own,Pension (past teacher),1500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,1500.00000000000000,yes,100 monthly,no,0,0,3 five gallons,6,0,0,1,0,0,8,5,0
90,05/06/2019,pt_household,Orange Walk,Regional,18.087181,-88.572754,bzd,1,240L,,yes,no,,,p_week,7.00000000000000,,5,Good service except that they break the door to the garbage container,half_full,no,,yes,None,5,,,disp_collect,,disp_land_dump,,disp_collect,,Beans,df_some_days,diet_buy,Soup,df_most_days,diet_buy,Chicken,df_some_days,diet_buy,200,p_week,7,,857.14285710000000,1,3,1,rent,Avon distributor,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,70,yes,0,0,6,7,0,1,0,0,0,16,2,0
61,05/06/2019,pt_household,Orange Walk,Regional,18.068822,-88.569779,bzd,1,240L Concrete Container,0.14285714300000,,no,,,p_2days,2.00000000000000,,5,Timely pickup,full,yes,5.00000000000000,yes,None,,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Beans,df_every_day,diet_buy,Flour tortillas,df_every_day,diet_produce,Chicken,df_every_day,diet_buy,500,p_month,30,,500.00000000000000,3,2,2,own,Teacher,3000,p_month,30,,Teacher,1500,p_month,30,,,,,,,,,,,,,,,,,,,4500.00000000000000,yes,80 per month,yes,0,100 every week,6 five gallons,2,0,0,0,0,0,11,0,0
63,05/06/2019,pt_household,Orange Walk,Regional,18.068822,-88.569779,bzd,2,2,0.25000000000000,yes,no,,,p_week,7.00000000000000,,5,Come early in morning,full,no,0.00000000000000,yes,None,0,disp_collect,,disp_collect,,disp_collect,,disp_burn,,Rice,df_most_days,diet_buy,Beans,df_most_days,diet_buy,Tortilla,df_most_days,diet_buy,125,p_week,7,,535.71428570000000,3,0,1,own,Clerk Assistant,0,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,40 per month,no,0,0,3 five gallons,1,0,0,6,0,0,9,0,0
65,05/06/2019,pt_household,Orange Walk,Regional,18.092918,-88.564123,bzd,1,160 liter/cement,,yes,yes,Asked when went to pay property tax,enquiring in person,p_week,7.00000000000000,,3,Pickup needs to be made more often,overflowing,no,,yes,Pickup garbage around same neighbours close to them,10,other,Donate to repair individuals,disp_collect,,disp_collect,,other,None,Rice,df_most_days,diet_buy,Chicken,df_most_days,diet_buy,Beans,df_most_days,diet_buy,400,p_fortnight,14,,857.14285710000000,3,1,2,own,Butane business owner,,,,,Business manager,,,,,,,,,,,,,,,,,,,,,,,yes,300,yes,0,150,4 five gallons,3,0,0,2,0,1,12,3,0
66,05/06/2019,pt_household,Orange Walk,Regional,18.09287,-88.56444,bzd,1,80L,,yes,no,,,p_3days,3.50000000000000,,3,Unreasonable times (2am)/ dont pick up garbage outside bin,half_full,no,,yes,Better timing/ provide more resources for people to pick up garbage outside bin (e.g gloves),,other,Given away to others who might use it,disp_collect,,disp_land_dump,,disp_collect,,Chicken  soup,df_every_day,diet_buy,Rice and beans,df_some_days,diet_buy,Pasta,df_some_days,diet_buy,40,p_week,7,,171.42857140000000,2,2,2,own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,55,yes,0,6,1,0,0,0,0,0,0,9,5,0
69,05/06/2019,pt_household,Orange Walk,Regional,18.095827,-88.564999,bzd,1,250 L Rubber bmp,,yes,no,,,p_week,7.00000000000000,,5,Always on time,full,yes,0.00000000000000,yes,None,0,disp_collect,,disp_collect,,disp_collect,,other,None,Chicken,df_every_day,diet_buy,Rice,df_every_day,diet_buy,Beans,df_every_day,diet_buy,15,p_1day,1,,450.00000000000000,3,0,1,own,Call Center Clerk,1500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,1500.00000000000000,yes,400 per month,yes,0,100 a month,5 five gallons,3,0,0,1,0,0,27,3,0
71,05/06/2019,pt_household,Orange Walk,Regional,18.093193,-88.560195,bzd,0,,,yes,no,,,p_3days,3.50000000000000,,5,Do a good job with job collection,full,no,,yes,None,5,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice and beans,df_every_day,diet_buy,Bread,df_some_days,diet_buy,Chicken,df_every_day,diet_buy,,p_week,7,,,3,6,1,own,Vegetable seller,150,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,642.85714290000000,yes,60,no,0,0,7,0,0,2,0,0,0,0,2,0
73,05/06/2019,pt_household,Orange Walk,Regional,18.084005,-88.563326,bzd,1,80L,,yes,no,,,p_week,7.00000000000000,,2,Waste collectors are sloppy.,overflowing,yes,1.00000000000000,yes,More disciplined waste collectors.,0,disp_collect,,disp_collect,,disp_collect,,other,No babies.,Rice&Beans,df_some_days,diet_buy,Bread,df_some_days,diet_buy,Beans,df_some_days,diet_buy,100,p_week,7,,428.57142860000000,4,1,4,own,Entrepreneur and Sales and Management.,180,p_week,7,,Sales and Marketing,220,p_week,7,,Management,250,p_week,7,,Landscaping,190,p_week,7,,,,,,,,,3600.00000000000000,yes,130,yes,0,25,3,0,0,0,0,0,0,5,4,0
75,05/06/2019,pt_household,Orange Walk,Regional,18.094043,-88.564106,bzd,0,,,yes,no,,,p_week,7.00000000000000,,4,Generally do a good job with waste collection,full,no,,yes,Provide drums/ alert people that they're coming around/ scheduled times,30,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice,df_every_day,diet_buy,Vegetables,df_some_days,diet_buy,Flour tortillas,df_every_day,diet_buy,300,p_fortnight,14,,642.85714290000000,2,2,1,rent,Manager at turneffe flats,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,85 per month,yes,0,150 every 2 weeks,6 five gallons,0,0,0,0,0,0,0,0,0
76,05/06/2019,pt_household,Orange Walk,Regional,18.084425,-88.565494,bzd,1,240 L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,4,Usually do a good job collecting garbage,half_full,no,,yes,More people to collect garbage and more frequently,5,disp_collect,,disp_collect,,disp_collect,,disp_burn,,Rice and beans,df_some_days,diet_buy,Chicken,df_some_days,diet_buy,Pork,df_some_days,diet_buy,25,p_1day,1,,750.00000000000000,4,4,3,own,Construction,,,,,Shop keeper,180,p_week,7,,Bsi,400,p_week,7,,,,,,,,,,,,,,,yes,30,yes,0,0,3,1,0,0,0,0,0,4,0,0
77,05/06/2019,pt_household,Orange Walk,Regional,18.084412,-88.565134,bzd,1,Washing machine tub about 60 L,,yes,yes,Asking,enquiring in person,p_3days,3.50000000000000,,5,They come three times a week,empty,no,,yes,The garbage collectors need to handle the bins more carefully in order not to break it.,0,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Beans,df_most_days,diet_buy,Rice,df_most_days,diet_buy,Chicken,df_some_days,diet_buy,190,p_week,7,,814.28571430000000,6,5,2,own,Ice Company worker,200,p_week,7,,Mason Worker,100,other,,When there is opportunity to work,,,,,,,,,,,,,,,,,,857.14285710000000,yes,210,no,0,0,10 five gallons,12,0,0,0,0,0,10,0,0
79,05/06/2019,pt_household,Orange Walk,Regional,18.084604,-88.566673,bzd,1,140 liters,,yes,no,,,p_3days,3.50000000000000,,5,They do a good job with the garbage collection,half_full,no,,yes,None,5,other,Donate it to those in need,disp_collect,,other,Used for plants,disp_collect,,Beans,df_some_days,diet_buy,Fry Jack,df_some_days,diet_buy,Pork,df_some_days,diet_buy,100,p_week,7,,428.57142860000000,4,2,3,rent,Architect,,other,,Unsure,Domestic worker,130,other,,Unsure,Food vendor,,other,,Unsure,,,,,,,,,,,,,,yes,45 per month,yes,0,100 per week,12 five gallons,1,0,0,1,0,0,0,3,0
81,05/06/2019,pt_household,Orange Walk,Regional,18.084447,-88.565457,bzd,1,One 240 liter plastic bin,,yes,no,,,p_week,7.00000000000000,,2,Garbage should be collected more often,full,no,0.00000000000000,yes,Do more garbage pickups,5,disp_collect,,disp_collect,,disp_land_dump,,,,Beans,df_every_day,diet_buy,Rice,df_every_day,diet_buy,Tortilla,df_most_days,diet_buy,30,p_1day,1,,900.00000000000000,4,2,4,own,Truck driving,,other,,Whenever job is available,Shop attendant,190,p_week,7,,Call Center worker,,p_fortnight,14,,Babysitter,100,p_fortnight,14,,,,,,,,,,yes,200,yes,,8,3 five gallons,1,0,0,1,0,0,12,3,0
83,05/06/2019,pt_household,Orange Walk,Regional,18.087759,-88.56997,bzd,2,80 liters and 120 liters,,yes,yes,Social media,social media,p_week,7.00000000000000,,5,,empty,no,0.00000000000000,yes,,0,other,Donate,disp_collect,,disp_land_dump,,other,No kids,Beans,df_some_days,diet_buy,Rice,df_every_day,diet_buy,Chicken,df_most_days,diet_buy,,p_week,7,,,4,0,2,own,Teacher,,p_month,30,,Teacher,,p_month,30,,,,,,,,,,,,,,,,,,,,yes,,yes,0,,4 five gallons,6,0,0,1,0,0,26,8,0
85,05/06/2019,pt_household,Orange Walk,Regional,18.087142,-88.574264,bzd,2,80L steel and plastic bins,,yes,no,,,p_week,7.00000000000000,,3,Careless with garbage sometimes/ dont always take all of the garbage,full,no,,yes,Have multiple trucks/ more organization in town council/ set time and day for garbage pick up so they can take out all their garbage on time,13,other,Taken to dump site,disp_collect,,disp_land_dump,,,,Flour based foods,df_some_days,diet_buy,Beans and tortillas,df_some_days,diet_buy,Chicken,df_most_days,diet_buy,200,p_week,7,,857.14285710000000,2,6,2,own,Bsi worker,1200,p_month,30,,Call center,1700,p_month,30,,,,,,,,,,,,,,,,,,,2900.00000000000000,yes,50,yes,0,0,8,12,0,0,4,0,0,0,18,1
87,05/06/2019,pt_household,Orange Walk,Regional,18.087506,-88.573924,bzd,1,80L steel bin,,yes,no,,,p_week,7.00000000000000,,3,Dont pick up garbage around drum,full,no,,yes,Supervisors should check up on workers to make sure they're doing good job,8,,,disp_collect,,disp_collect,,,,Chicken,df_some_days,diet_buy,Rice and beans,df_some_days,diet_buy,Vegetables,df_some_days,diet_buy,300,p_month,30,,300.00000000000000,5,,3,own,Peoples store,,,,,Bakery worker,,,,,Duty free-airport,,,,,,,,,,,,,,,,,,yes,60,yes,0,,5,14,0,0,2,0,1,18,1,0
89,05/06/2019,pt_household,Orange Walk,Regional,18.087759,-88.56997,bzd,1,130 liters,,yes,yes,Social media,social media,p_3days,3.50000000000000,,3,Sometimes garbage comes out of the bag and the workers do not pick it up,half_full,no,2.00000000000000,yes,Being more careful about handling the garbage,5,other,Donate,disp_collect,,disp_collect,,disp_collect,,Flour tortilla,df_most_days,diet_produce,Chicken,df_most_days,diet_buy,Beans,df_some_days,diet_buy,25,p_1day,1,,750.00000000000000,4,1,3,own,Cashier,,p_fortnight,14,,Bank worker,,p_fortnight,14,,Management worker,,p_week,7,,,,,,,,,,,,,,,yes,100,yes,0,0,3 five gallon,5,0,0,0,0,0,7,1,0
1002,06/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,3,12,1,0,54,29,5
1001,06/06/2019,pt_litter,Belize City,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0
121,06/06/2019,pt_household,Belize City,Urban,17.50682,-88.191948,bzd,2,80L,1.00000000000000,yes,no,,council,p_3days,3.50000000000000,,4,Slightly inconsistent,full,yes,1.00000000000000,yes,None,0,disp_collect,,disp_collect,,disp_collect,,other,,Ricen beans,df_every_day,diet_buy,Chicken,df_every_day,diet_buy,Vegetables,df_every_day,diet_buy,200,p_week,7,,857.14285710000000,3,2,3,own,Call center,0,p_week,7,,Teacher,0,p_month,30,,Central bank,0,p_month,30,,,,,,,,,,,,,,0.00000000000000,yes,0,yes,0,25,3 5gallons,6,0,0,0,0,0,11,3,0
123,06/06/2019,pt_household,Belize City,Urban,,,,,,1.00000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,8,0,0
126,06/06/2019,pt_household,Belize City,Urban,17.500701,-88.186928,bzd,2,2 80L,1.00000000000000,yes,no,,,p_3days,3.50000000000000,,5,Satisfied,full,yes,0.50000000000000,yes,None,20,other,,disp_collect,,disp_collect,,other,,Rice n beans,df_some_days,diet_buy,Pasta,df_some_days,diet_buy,Flour,df_some_days,diet_buy,200,p_week,7,,857.14285710000000,3,0,2,rent,Messenger,400,p_fortnight,14,,Baker,150,p_week,7,,,,,,,,,,,,,,,,,,,1500.00000000000000,yes,60,yes,0,0,3 5 gallons per week,3,0,0,0,0,0,0,4,0
128,06/06/2019,pt_household,Belize City,Urban,17.49863,-88.187589,bzd,1,80l,0.50000000000000,yes,no,,,p_week,7.00000000000000,,4,Timely,full,yes,1.00000000000000,yes,None,0,other,,disp_collect,,disp_collect,,other,,Rice,df_some_days,diet_buy,Beans,df_some_days,diet_buy,Chicken,df_some_days,diet_buy,0,p_week,7,,0.00000000000000,2,0,1,rent,Courts sales rep,0,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,80,yes,0,20,2 gallons,2,0,1,1,0,0,9,2,0
130,06/06/2019,pt_household,Belize City,Urban,17.502941,-88.191475,bzd,2,160L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,5,Garbage collected on time.,full,no,0.00000000000000,yes,,0,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice,df_every_day,diet_buy,Chicken,df_most_days,diet_buy,Beans,df_most_days,diet_buy,,p_fortnight,14,,,2,1,1,rent,Carpenter,0,other,,Self employed,,,,,,,,,,,,,,,,,,,,,,,,yes,100,no,0,0,5,4,0,0,2,0,0,5,1,0
134,06/06/2019,pt_household,Belize City,Urban,,,,,,0.25000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,2,0
138,06/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,1,1,0,22,2,0
122,06/06/2019,pt_household,Belize City,Urban,,,,,,1.00000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,2,0,0,0,2,0
124,06/06/2019,pt_household,Belize City,Urban,17.50423,-88.190506,bzd,1,80 L Rubber bin,1.00000000000000,yes,no,,,p_3days,3.50000000000000,,4,Dirt is left at the bottom of the drum. They would ask for money or would not empty drum if not bribed.,half_full,yes,2.00000000000000,yes,Pick up the garbage thoroughly.,15,disp_collect,,disp_collect,,disp_collect,,other,None,Vegetables,df_every_day,diet_buy,Rice,df_most_days,diet_buy,Chicken,df_most_days,diet_buy,150,p_week,7,,642.85714290000000,2,1,1,own,Accountant,2500,p_month,30,,,,,,,,,,,,,,,,,,,,,,,,2500.00000000000000,yes,200 per month,yes,0,150 per month,Three five gallons,8,0,0,5,0,0,0,6,1
127,06/06/2019,pt_household,Belize City,Urban,,,,,,0.50000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,13,12,0
129,06/06/2019,pt_household,Belize City,Urban,17.505895,-88.191171,bzd,1,40L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,5,,full,no,0.00000000000000,yes,,5,disp_collect,,disp_collect,,disp_collect,,disp_collect,,Rice,df_some_days,diet_buy,Chicken,df_most_days,diet_buy,Beans,df_most_days,diet_buy,,p_2days,2,,,2,0,2,own,Pension,0,p_month,30,,Pension,0,p_month,30,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,35,yes,0,50,10,1,0,0,0,0,0,11,2,0
131,06/06/2019,pt_household,Belize City,Urban,17.504506,-88.191902,bzd,1,240 L Rubber bin,1.00000000000000,yes,no,,,p_3days,3.50000000000000,,5,They usually collect the trash on time,half_full,no,,yes,None,0,other,Give to a technician for parts,disp_collect,,disp_collect,,other,None,Rice,df_most_days,diet_buy,Flour,df_every_day,diet_buy,Vegetables,df_every_day,diet_buy,,p_week,7,,,3,0,1,rent,Construction worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Not sure,no,0,0,Five 5 gallons,2,0,0,0,0,0,25,7,0
133,06/06/2019,pt_household,Belize City,Urban,17.506377,-88.194071,bzd,1,80L,0.50000000000000,yes,no,,,p_3days,3.50000000000000,,4,Regular,full,yes,1.00000000000000,yes,None,0,other,,disp_collect,,other,Dog,other,,Chicken,df_some_days,diet_buy,Beef,df_some_days,diet_buy,Pork,df_some_days,diet_buy,500,,,,,3,1,1,own,Sell food,0,p_week,7,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,100,yes,0,25,5gallon,19,0,0,10,0,0,11,6,0
137,06/06/2019,pt_household,Belize City,Urban,17.510331,-88.191171,bzd,1,80L,0.33333333300000,yes,no,,,p_3days,3.50000000000000,,5,Very timely,half_full,yes,1.00000000000000,yes,5,5,disp_land_dump,,disp_collect,,disp_collect,,disp_collect,,Chicken,df_some_days,diet_buy,Rice,df_some_days,diet_buy,,,,20,p_week,7,,85.71428571000000,3,0,1,rent,Mechanic,0,p_fortnight,14,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000,yes,0,yes,0,50,4,3,0,0,0,0,0,9,1,0
141,06/06/2019,pt_household,Belize City,Urban,,,,,,1.00000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,16,6,0
